1668475648.906563,2
1668475649.009856,26
1668475649.303594,100
1668475649.413065,100
1668475649.521670,100
1668475649.630773,100
1668475649.739797,100
1668475649.849266,100
1668475649.958912,100
1668475650.062146,100
1668475650.166455,100
1668475650.271390,100
1668475650.376896,100
1668475650.484040,100
1668475650.594342,45
1668475650.702545,0
1668475650.811955,0
1668475650.930413,0
1668475651.034522,83
1668475651.139734,87
1668475651.249454,87
1668475651.353709,89
1668475651.464041,84
1668475651.567759,84
1668475651.671211,95
1668475651.780463,99
1668475651.885316,95
1668475652.003200,92
1668475652.107593,99
1668475652.213198,100
1668475652.317015,100
1668475652.420642,98
1668475652.524102,81
1668475652.633434,84
1668475652.742397,60
1668475652.847747,36
1668475652.951577,45
1668475653.060624,45
1668475653.165667,55
1668475653.275457,63
1668475653.382943,38
1668475653.493902,36
1668475653.609921,36
1668475653.719994,36
1668475653.830810,36
1668475653.940532,36
1668475654.051930,37
1668475654.192738,38
1668475654.298159,38
1668475654.401525,38
1668475654.505365,38
1668475654.611177,39
1668475654.715075,39
1668475654.827309,39
1668475654.936290,40
1668475655.048706,40
1668475655.159580,40
1668475655.266627,40
1668475655.371334,41
1668475655.481678,42
1668475655.586877,52
1668475655.693576,51
1668475655.797447,62
1668475655.901064,71
1668475656.010403,54
1668475656.124945,44
1668475656.237089,53
1668475656.347971,53
1668475656.456987,64
1668475656.565028,72
1668475656.668543,64
1668475656.779336,46
1668475656.887047,55
1668475656.991762,54
1668475657.096809,64
1668475657.207781,70
1668475657.312836,73
1668475657.423195,47
1668475657.528531,45
1668475657.641357,45
1668475657.748315,45
1668475657.851751,46
1668475657.961579,46
1668475658.071430,47
1668475658.182476,46
1668475658.293453,47
1668475658.400192,47
1668475658.510326,47
1668475658.620176,47
1668475658.731352,48
1668475658.850927,48
1668475658.958214,48
1668475659.067710,49
1668475659.210546,49
1668475659.320457,49
1668475659.450172,48
1668475659.560260,50
1668475659.670201,61
1668475659.780888,61
1668475659.891582,71
1668475660.002050,81
1668475660.107379,79
1668475660.222708,52
1668475660.333138,52
1668475660.443548,62
1668475660.559022,61
1668475660.669181,71
1668475660.779669,85
1668475660.890305,80
1668475661.006200,53
1668475661.114020,54
1668475661.223271,63
1668475661.334010,62
1668475661.444527,72
1668475661.553308,79
1668475661.670123,81
1668475661.782765,55
1668475661.888953,54
1668475661.998888,54
1668475662.108794,55
1668475662.218671,55
1668475662.330969,54
1668475662.436502,54
1668475662.543603,54
1668475662.654132,55
1668475662.768858,55
1668475662.878391,55
1668475662.986422,55
1668475663.096749,55
1668475663.204200,56
1668475663.315391,57
1668475663.420537,57
1668475663.531195,56
1668475663.636477,57
1668475663.740497,58
1668475663.846694,59
1668475663.956985,68
1668475664.064457,68
1668475664.168700,67
1668475664.272253,78
1668475664.388519,84
1668475664.496614,87
1668475664.606670,69
1668475664.716908,61
1668475664.821186,69
1668475664.932795,69
1668475665.041522,70
1668475665.146202,80
1668475665.249818,83
1668475665.353005,88
1668475665.459267,76
1668475665.565292,62
1668475665.675572,72
1668475665.792700,71
1668475665.902437,71
1668475666.012028,81
1668475666.123093,85
1668475666.233633,89
1668475666.340972,74
1668475666.452123,63
1668475666.557333,61
1668475666.667499,62
1668475666.773117,62
1668475666.883333,62
1668475666.999510,63
1668475667.110013,63
1668475667.214074,62
1668475667.318328,62
1668475667.423527,62
1668475667.533416,62
1668475667.642679,63
1668475667.751635,63
1668475667.862555,63
1668475667.969916,64
1668475668.076978,64
1668475668.188253,64
1668475668.298766,65
1668475668.421127,66
1668475668.531394,65
1668475668.641361,75
1668475668.751287,74
1668475668.861319,75
1668475668.971561,85
1668475669.082379,95
1668475669.192444,94
1668475669.339181,67
1668475669.446262,68
1668475669.556734,76
1668475669.664369,76
1668475669.774325,76
1668475669.884858,86
1668475669.993502,86
1668475670.104407,95
1668475670.218956,93
1668475670.326311,67
1668475670.436130,68
1668475670.546408,68
1668475670.655453,68
1668475670.765337,67
1668475670.874898,68
1668475670.989346,67
1668475671.094888,70
1668475671.200589,79
1668475671.311202,80
1668475671.416890,79
1668475671.523931,89
1668475671.630887,89
1668475671.736700,94
1668475671.840354,95
1668475671.945741,75
1668475672.051383,74
1668475672.156538,70
1668475672.267185,70
1668475672.371081,70
1668475672.482461,70
1668475672.593069,72
1668475672.705634,71
1668475672.817047,71
1668475672.927021,70
1668475673.045721,71
1668475673.152657,71
1668475673.256030,72
1668475673.366781,72
1668475673.476984,72
1668475673.582469,72
1668475673.691450,72
1668475673.802084,72
1668475673.912813,72
1668475674.023991,72
1668475674.134853,72
1668475674.252831,73
1668475674.365509,73
1668475674.476634,73
1668475674.587772,74
1668475674.698789,74
1668475674.810454,75
1668475674.921263,74
1668475675.031639,80
1668475675.142054,83
1668475675.259412,84
1668475675.370354,95
1668475675.480777,95
1668475675.590600,94
1668475675.700651,94
1668475675.810177,91
1668475675.920109,91
1668475676.030226,75
1668475676.140193,76
1668475676.250533,75
1668475676.367365,74
1668475676.477402,77
1668475676.587981,77
1668475676.692475,78
1668475676.803240,78
1668475676.910014,88
1668475677.020710,87
1668475677.131199,87
1668475677.241986,97
1668475677.351134,97
1668475677.460356,94
1668475677.575754,94
1668475677.685945,97
1668475677.792664,98
1668475677.902453,79
1668475678.009857,78
1668475678.116900,78
1668475678.222852,78
1668475678.329541,78
1668475678.437333,79
1668475678.545009,80
1668475678.651863,81
1668475678.761858,90
1668475678.875816,90
1668475678.987629,89
1668475679.096438,89
1668475679.199984,99
1668475679.309569,100
1668475679.468866,95
1668475679.584993,93
1668475679.695961,98
1668475679.803331,95
1668475679.914469,79
1668475680.024329,78
1668475680.129413,40
1668475680.242996,41
1668475680.354869,42
1668475680.465960,46
1668475680.576880,42
1668475680.693663,42
1668475680.803209,42
1668475680.913306,42
1668475681.023838,43
1668475681.128586,43
1668475681.232112,43
1668475681.335360,43
1668475681.438428,44
1668475681.541148,44
1668475681.644262,44
1668475681.747123,44
1668475681.850636,44
1668475681.954004,45
1668475682.064149,46
1668475682.168468,46
1668475682.278444,45
1668475682.387906,46
1668475682.494458,46
1668475682.609996,47
1668475682.719065,57
1668475682.828759,57
1668475682.938239,67
1668475683.045067,80
1668475683.151547,75
1668475683.261733,49
1668475683.371119,50
1668475683.481285,56
1668475683.591853,59
1668475683.701446,69
1668475683.811145,77
1668475683.928244,72
1668475684.034978,52
1668475684.139555,60
1668475684.247083,59
1668475684.357379,59
1668475684.469180,70
1668475684.578738,78
1668475684.689607,70
1668475684.796803,52
1668475684.904273,50
1668475685.015293,50
1668475685.123293,51
1668475685.239720,51
1668475685.350540,51
1668475685.459960,51
1668475685.566372,52
1668475685.673222,52
1668475685.782399,52
1668475685.892528,53
1668475686.001511,53
1668475686.113567,53
1668475686.217449,53
1668475686.322546,53
1668475686.426129,53
1668475686.542629,53
1668475686.652599,54
1668475686.765954,53
1668475686.871165,55
1668475686.975588,65
1668475687.087597,64
1668475687.197077,76
1668475687.307794,76
1668475687.418452,84
1668475687.529150,73
1668475687.636206,58
1668475687.752020,66
1668475687.864681,66
1668475687.975158,66
1668475688.084999,76
1668475688.195561,88
1668475688.306166,84
1668475688.426389,58
1668475688.535614,60
1668475688.645425,69
1668475688.763104,68
1668475688.874627,77
1668475688.985143,77
1668475689.095342,87
1668475689.205267,83
1668475689.315763,60
1668475689.426874,59
1668475689.537053,59
1668475689.645306,59
1668475689.749592,60
1668475689.855072,60
1668475689.966161,60
1668475690.073273,59
1668475690.178655,59
1668475690.291744,60
1668475690.402391,60
1668475690.513126,60
1668475690.623875,60
1668475690.734898,61
1668475690.845612,61
1668475690.955809,62
1668475691.073050,62
1668475691.183718,61
1668475691.298618,60
1668475691.408290,62
1668475691.518310,73
1668475691.628717,72
1668475691.739276,73
1668475691.848363,83
1668475691.959991,95
1668475692.064011,91
1668475692.167549,70
1668475692.286411,66
1668475692.397236,75
1668475692.508724,75
1668475692.619544,74
1668475692.727145,84
1668475692.833100,84
1668475692.944333,92
1668475693.055175,89
1668475693.165728,67
1668475693.270990,65
1668475693.376897,76
1668475693.483259,75
1668475693.586676,75
1668475693.692016,86
1668475693.802554,92
1668475693.912030,94
1668475694.020791,82
1668475694.130056,67
1668475694.248541,66
1668475694.352254,66
1668475694.461569,66
1668475694.570820,66
1668475694.675881,66
1668475694.779581,66
1668475694.888971,66
1668475694.998853,66
1668475695.108706,68
1668475695.217917,68
1668475695.327081,68
1668475695.436196,68
1668475695.545233,68
1668475695.654129,69
1668475695.758867,69
1668475695.864070,69
1668475695.969612,68
1668475696.078763,69
1668475696.186980,69
1668475696.296665,79
1668475696.408356,79
1668475696.518779,80
1668475696.629577,90
1668475696.739933,90
1668475696.850278,94
1668475696.961071,94
1668475697.071081,76
1668475697.177707,78
1668475697.283806,72
1668475697.393185,71
1668475697.502415,70
1668475697.609620,70
1668475697.719424,71
1668475697.831636,72
1668475697.942188,74
1668475698.052412,83
1668475698.162585,83
1668475698.277978,82
1668475698.388753,88
1668475698.499055,92
1668475698.611758,96
1668475698.721391,94
1668475698.831528,82
1668475698.941372,85
1668475699.048398,72
1668475699.159311,73
1668475699.268958,73
1668475699.384408,74
1668475699.496421,75
1668475699.606520,75
1668475699.710987,76
1668475699.821381,76
1668475699.928509,85
1668475700.038803,85
1668475700.149023,84
1668475700.259775,95
1668475700.369728,95
1668475700.479283,95
1668475700.594353,94
1668475700.703972,92
1668475700.813003,92
1668475700.918087,76
1668475701.028061,76
1668475701.138114,76
1668475701.248233,76
1668475701.355427,76
1668475701.466000,76
1668475701.575773,76
1668475701.682729,78
1668475701.792528,77
1668475701.910922,77
1668475702.022183,77
1668475702.132615,77
1668475702.235955,77
1668475702.345446,77
1668475702.455820,78
1668475702.566339,78
1668475702.675530,77
1668475702.785199,77
1668475702.894532,78
1668475703.003673,78
1668475703.119573,79
1668475703.228504,79
1668475703.337571,79
1668475703.447243,79
1668475703.572105,78
1668475703.681501,79
1668475703.791919,89
1668475703.897303,91
1668475704.006135,90
1668475704.121317,90
1668475704.233184,99
1668475704.343293,99
1668475704.461227,95
1668475704.572535,95
1668475704.683075,99
1668475704.793688,99
1668475704.903951,80
1668475705.013688,80
1668475705.131223,80
1668475705.240736,43
1668475705.351557,42
1668475705.461521,46
1668475705.569204,43
1668475705.681929,53
1668475705.792108,52
1668475705.902354,61
1668475706.013753,66
1668475706.119394,71
1668475706.249907,42
1668475706.363391,50
1668475706.473510,53
1668475706.584187,60
1668475706.693990,64
1668475706.804274,72
1668475706.914374,47
1668475707.024363,44
1668475707.134490,45
1668475707.251005,46
1668475707.361364,45
1668475707.471229,45
1668475707.581591,46
1668475707.691483,46
1668475707.801590,46
1668475707.911404,46
1668475708.021193,47
1668475708.132440,47
1668475708.242093,47
1668475708.359331,48
1668475708.469164,48
1668475708.576467,48
1668475708.686212,48
1668475708.796117,48
1668475708.906152,49
1668475709.015899,50
1668475709.125952,60
1668475709.235843,59
1668475709.345909,69
1668475709.464578,78
1668475709.574574,79
1668475709.698177,52
1668475709.808892,50
1668475709.918743,61
1668475710.028884,61
1668475710.138881,71
1668475710.243212,80
1668475710.353047,79
1668475710.483794,52
1668475710.594239,52
1668475710.704390,63
1668475710.814708,62
1668475710.924681,72
1668475711.035370,80
1668475711.145421,80
1668475711.257659,54
1668475711.375003,54
